,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.845,0.911,0.875,0.742,0.931,0.846,0.892,0.622,0.591
AAPL,0.845,0.0,0.646,0.952,0.913,0.762,0.679,0.76,0.898,0.796
AMD,0.911,0.646,0.0,0.746,0.623,0.95,0.934,0.946,0.401,0.488
AMZN,0.875,0.952,0.746,0.0,0.914,0.843,0.808,0.85,0.871,0.771
GOOGL,0.742,0.913,0.623,0.914,0.0,0.705,0.724,0.801,0.887,0.915
INTC,0.931,0.762,0.95,0.843,0.705,0.0,0.902,0.93,0.546,0.515
MARA,0.846,0.679,0.934,0.808,0.724,0.902,0.0,0.964,0.537,0.607
NVDA,0.892,0.76,0.946,0.85,0.801,0.93,0.964,0.0,0.607,0.69
PLUG,0.622,0.898,0.401,0.871,0.887,0.546,0.537,0.607,0.0,0.836
TSLA,0.591,0.796,0.488,0.771,0.915,0.515,0.607,0.69,0.836,0.0
