,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.279,-0.56,0.37,-0.352,-0.151,0.681,-0.658,0.448,0.128
AAPL,-0.279,0.0,0.589,0.631,0.817,0.58,0.133,0.579,0.159,0.729
AMD,-0.56,0.589,0.0,0.079,0.867,0.69,-0.308,0.948,-0.27,0.549
AMZN,0.37,0.631,0.079,0.0,0.463,0.522,0.746,0.018,0.696,0.669
GOOGL,-0.352,0.817,0.867,0.463,0.0,0.853,-0.049,0.829,-0.052,0.796
INTC,-0.151,0.58,0.69,0.522,0.853,0.0,0.103,0.658,0.038,0.741
MARA,0.681,0.133,-0.308,0.746,-0.049,0.103,0.0,-0.426,0.769,0.294
NVDA,-0.658,0.579,0.948,0.018,0.829,0.658,-0.426,0.0,-0.345,0.436
PLUG,0.448,0.159,-0.27,0.696,-0.052,0.038,0.769,-0.345,0.0,0.167
TSLA,0.128,0.729,0.549,0.669,0.796,0.741,0.294,0.436,0.167,0.0
