,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.529,0.593,0.794,0.345,-0.17,0.94,0.861,0.825,0.169
AAPL,0.529,0.0,0.633,0.72,0.844,-0.544,0.561,0.791,0.664,0.038
AMD,0.593,0.633,0.0,0.693,0.726,0.136,0.579,0.752,0.669,0.518
AMZN,0.794,0.72,0.693,0.0,0.556,-0.359,0.849,0.819,0.775,0.161
GOOGL,0.345,0.844,0.726,0.556,0.0,-0.373,0.331,0.662,0.534,0.124
INTC,-0.17,-0.544,0.136,-0.359,-0.373,0.0,-0.211,-0.235,-0.146,0.682
MARA,0.94,0.561,0.579,0.849,0.331,-0.211,0.0,0.851,0.811,0.164
NVDA,0.861,0.791,0.752,0.819,0.662,-0.235,0.851,0.0,0.911,0.304
PLUG,0.825,0.664,0.669,0.775,0.534,-0.146,0.811,0.911,0.0,0.402
TSLA,0.169,0.038,0.518,0.161,0.124,0.682,0.164,0.304,0.402,0.0
