,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.318,-0.655,0.39,0.161,0.054,-0.243,-0.495,-0.04,-0.29
AAPL,0.318,0.0,-0.06,0.801,0.285,-0.391,-0.403,-0.24,-0.406,-0.466
AMD,-0.655,-0.06,0.0,-0.177,-0.113,-0.308,0.165,0.653,-0.044,0.068
AMZN,0.39,0.801,-0.177,0.0,0.244,-0.492,-0.672,-0.357,-0.616,-0.619
GOOGL,0.161,0.285,-0.113,0.244,0.0,0.361,0.29,0.095,0.352,0.383
INTC,0.054,-0.391,-0.308,-0.492,0.361,0.0,0.778,0.285,0.897,0.878
MARA,-0.243,-0.403,0.165,-0.672,0.29,0.778,0.0,0.485,0.899,0.916
NVDA,-0.495,-0.24,0.653,-0.357,0.095,0.285,0.485,0.0,0.472,0.458
PLUG,-0.04,-0.406,-0.044,-0.616,0.352,0.897,0.899,0.472,0.0,0.878
TSLA,-0.29,-0.466,0.068,-0.619,0.383,0.878,0.916,0.458,0.878,0.0
