,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.453,0.427,0.801,0.625,0.036,0.574,0.512,0.762,0.569
AAPL,-0.453,0.0,-0.76,-0.61,0.134,0.541,-0.779,-0.616,-0.776,-0.738
AMD,0.427,-0.76,0.0,0.757,0.096,-0.399,0.891,0.895,0.854,0.898
AMZN,0.801,-0.61,0.757,0.0,0.597,-0.138,0.813,0.794,0.897,0.777
GOOGL,0.625,0.134,0.096,0.597,0.0,0.382,0.142,0.273,0.296,0.125
INTC,0.036,0.541,-0.399,-0.138,0.382,0.0,-0.359,-0.137,-0.337,-0.33
MARA,0.574,-0.779,0.891,0.813,0.142,-0.359,0.0,0.9,0.932,0.96
NVDA,0.512,-0.616,0.895,0.794,0.273,-0.137,0.9,0.0,0.849,0.907
PLUG,0.762,-0.776,0.854,0.897,0.296,-0.337,0.932,0.849,0.0,0.927
TSLA,0.569,-0.738,0.898,0.777,0.125,-0.33,0.96,0.907,0.927,0.0
