,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.808,0.797,0.917,0.674,0.009,0.605,0.862,-0.446,0.531
AAPL,0.808,0.0,0.724,0.853,0.844,0.466,0.854,0.937,-0.1,0.865
AMD,0.797,0.724,0.0,0.822,0.802,0.305,0.657,0.833,-0.126,0.554
AMZN,0.917,0.853,0.822,0.0,0.825,0.216,0.727,0.911,-0.221,0.68
GOOGL,0.674,0.844,0.802,0.825,0.0,0.625,0.915,0.906,0.162,0.833
INTC,0.009,0.466,0.305,0.216,0.625,0.0,0.648,0.43,0.519,0.635
MARA,0.605,0.854,0.657,0.727,0.915,0.648,0.0,0.853,0.243,0.932
NVDA,0.862,0.937,0.833,0.911,0.906,0.43,0.853,0.0,-0.069,0.818
PLUG,-0.446,-0.1,-0.126,-0.221,0.162,0.519,0.243,-0.069,0.0,0.333
TSLA,0.531,0.865,0.554,0.68,0.833,0.635,0.932,0.818,0.333,0.0
