,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.436,0.064,0.341,0.464,-0.2,0.508,0.237,0.194,-0.083
AAPL,0.436,0.0,0.053,0.05,0.334,-0.052,-0.083,-0.107,-0.411,0.125
AMD,0.064,0.053,0.0,-0.716,0.76,-0.482,0.529,0.269,-0.041,0.811
AMZN,0.341,0.05,-0.716,0.0,-0.483,0.471,0.065,0.304,0.456,-0.598
GOOGL,0.464,0.334,0.76,-0.483,0.0,-0.74,0.485,-0.011,-0.298,0.45
INTC,-0.2,-0.052,-0.482,0.471,-0.74,0.0,-0.226,0.401,0.433,-0.077
MARA,0.508,-0.083,0.529,0.065,0.485,-0.226,0.0,0.635,0.568,0.342
NVDA,0.237,-0.107,0.269,0.304,-0.011,0.401,0.635,0.0,0.759,0.349
PLUG,0.194,-0.411,-0.041,0.456,-0.298,0.433,0.568,0.759,0.0,-0.04
TSLA,-0.083,0.125,0.811,-0.598,0.45,-0.077,0.342,0.349,-0.04,0.0
