,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.352,0.524,0.723,-0.363,-0.072,0.677,0.856,-0.682,0.739
AAPL,-0.352,0.0,-0.294,-0.144,0.784,-0.218,-0.61,-0.423,0.601,-0.631
AMD,0.524,-0.294,0.0,0.568,-0.302,-0.118,0.378,0.663,-0.345,0.388
AMZN,0.723,-0.144,0.568,0.0,-0.053,-0.085,0.427,0.792,-0.606,0.409
GOOGL,-0.363,0.784,-0.302,-0.053,0.0,0.22,-0.388,-0.291,0.437,-0.589
INTC,-0.072,-0.218,-0.118,-0.085,0.22,0.0,0.318,0.042,-0.079,0.135
MARA,0.677,-0.61,0.378,0.427,-0.388,0.318,0.0,0.725,-0.553,0.731
NVDA,0.856,-0.423,0.663,0.792,-0.291,0.042,0.725,0.0,-0.81,0.663
PLUG,-0.682,0.601,-0.345,-0.606,0.437,-0.079,-0.553,-0.81,0.0,-0.677
TSLA,0.739,-0.631,0.388,0.409,-0.589,0.135,0.731,0.663,-0.677,0.0
