,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.544,0.639,0.775,0.656,0.751,0.315,0.641,0.553,0.723
AAPL,0.544,0.0,0.898,0.701,0.859,0.611,0.334,0.827,0.814,0.83
AMD,0.639,0.898,0.0,0.874,0.947,0.709,0.128,0.947,0.743,0.848
AMZN,0.775,0.701,0.874,0.0,0.859,0.772,0.03,0.885,0.587,0.783
GOOGL,0.656,0.859,0.947,0.859,0.0,0.72,0.171,0.941,0.639,0.912
INTC,0.751,0.611,0.709,0.772,0.72,0.0,0.525,0.746,0.684,0.782
MARA,0.315,0.334,0.128,0.03,0.171,0.525,0.0,0.115,0.555,0.372
NVDA,0.641,0.827,0.947,0.885,0.941,0.746,0.115,0.0,0.609,0.876
PLUG,0.553,0.814,0.743,0.587,0.639,0.684,0.555,0.609,0.0,0.652
TSLA,0.723,0.83,0.848,0.783,0.912,0.782,0.372,0.876,0.652,0.0
