,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.754,0.711,-0.729,-0.17,0.696,0.094,-0.642,-0.838,-0.555
AAPL,-0.754,0.0,-0.302,0.924,0.634,-0.392,0.021,0.927,0.882,0.77
AMD,0.711,-0.302,0.0,-0.244,0.413,0.901,0.456,-0.094,-0.514,-0.103
AMZN,-0.729,0.924,-0.244,0.0,0.72,-0.377,-0.045,0.954,0.902,0.923
GOOGL,-0.17,0.634,0.413,0.72,0.0,0.202,0.233,0.765,0.455,0.752
INTC,0.696,-0.392,0.901,-0.377,0.202,0.0,0.464,-0.26,-0.52,-0.245
MARA,0.094,0.021,0.456,-0.045,0.233,0.464,0.0,0.068,-0.148,-0.128
NVDA,-0.642,0.927,-0.094,0.954,0.765,-0.26,0.068,0.0,0.813,0.881
PLUG,-0.838,0.882,-0.514,0.902,0.455,-0.52,-0.148,0.813,0.0,0.804
TSLA,-0.555,0.77,-0.103,0.923,0.752,-0.245,-0.128,0.881,0.804,0.0
