,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.781,0.641,0.005,0.12,-0.206,0.881,0.899,0.596,-0.382
AAPL,0.781,0.0,0.583,-0.036,0.241,-0.239,0.801,0.843,0.587,-0.308
AMD,0.641,0.583,0.0,0.572,0.604,0.456,0.72,0.822,0.699,0.116
AMZN,0.005,-0.036,0.572,0.0,0.846,0.843,0.066,0.228,0.444,0.772
GOOGL,0.12,0.241,0.604,0.846,0.0,0.684,0.293,0.377,0.599,0.682
INTC,-0.206,-0.239,0.456,0.843,0.684,0.0,-0.096,-0.026,0.1,0.674
MARA,0.881,0.801,0.72,0.066,0.293,-0.096,0.0,0.922,0.711,-0.258
NVDA,0.899,0.843,0.822,0.228,0.377,-0.026,0.922,0.0,0.771,-0.187
PLUG,0.596,0.587,0.699,0.444,0.599,0.1,0.711,0.771,0.0,0.195
TSLA,-0.382,-0.308,0.116,0.772,0.682,0.674,-0.258,-0.187,0.195,0.0
