,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.555,0.006,0.245,-0.002,0.754,0.217,-0.923,0.466,0.201
AAPL,-0.555,0.0,-0.274,0.326,0.443,-0.148,-0.079,0.639,-0.512,-0.298
AMD,0.006,-0.274,0.0,-0.329,0.206,0.088,0.473,-0.023,0.073,0.387
AMZN,0.245,0.326,-0.329,0.0,0.537,0.421,-0.157,-0.073,-0.42,-0.262
GOOGL,-0.002,0.443,0.206,0.537,0.0,0.293,0.453,0.145,-0.59,0.011
INTC,0.754,-0.148,0.088,0.421,0.293,0.0,0.206,-0.734,0.211,0.13
MARA,0.217,-0.079,0.473,-0.157,0.453,0.206,0.0,-0.203,-0.009,0.385
NVDA,-0.923,0.639,-0.023,-0.073,0.145,-0.734,-0.203,0.0,-0.545,-0.337
PLUG,0.466,-0.512,0.073,-0.42,-0.59,0.211,-0.009,-0.545,0.0,0.23
TSLA,0.201,-0.298,0.387,-0.262,0.011,0.13,0.385,-0.337,0.23,0.0
