,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.191,0.561,-0.607,0.096,0.411,0.45,0.552,0.768,0.697
AAPL,-0.191,0.0,-0.258,0.026,-0.046,-0.576,-0.305,-0.503,0.049,-0.101
AMD,0.561,-0.258,0.0,-0.206,0.657,0.664,0.876,0.574,0.503,0.852
AMZN,-0.607,0.026,-0.206,0.0,0.343,-0.06,-0.04,-0.411,-0.817,-0.334
GOOGL,0.096,-0.046,0.657,0.343,0.0,0.219,0.598,-0.07,0.048,0.579
INTC,0.411,-0.576,0.664,-0.06,0.219,0.0,0.71,0.703,0.081,0.441
MARA,0.45,-0.305,0.876,-0.04,0.598,0.71,0.0,0.525,0.315,0.815
NVDA,0.552,-0.503,0.574,-0.411,-0.07,0.703,0.525,0.0,0.425,0.42
PLUG,0.768,0.049,0.503,-0.817,0.048,0.081,0.315,0.425,0.0,0.693
TSLA,0.697,-0.101,0.852,-0.334,0.579,0.441,0.815,0.42,0.693,0.0
