,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.544,0.649,0.648,0.468,0.706,0.406,0.806,0.804,0.562
AAPL,0.544,0.0,0.094,0.498,0.7,0.857,0.701,0.657,0.471,0.906
AMD,0.649,0.094,0.0,0.798,0.327,0.469,-0.25,0.781,0.626,0.06
AMZN,0.648,0.498,0.798,0.0,0.615,0.766,0.017,0.905,0.688,0.436
GOOGL,0.468,0.7,0.327,0.615,0.0,0.769,0.456,0.647,0.235,0.773
INTC,0.706,0.857,0.469,0.766,0.769,0.0,0.417,0.864,0.539,0.799
MARA,0.406,0.701,-0.25,0.017,0.456,0.417,0.0,0.257,0.323,0.831
NVDA,0.806,0.657,0.781,0.905,0.647,0.864,0.257,0.0,0.78,0.611
PLUG,0.804,0.471,0.626,0.688,0.235,0.539,0.323,0.78,0.0,0.432
TSLA,0.562,0.906,0.06,0.436,0.773,0.799,0.831,0.611,0.432,0.0
