,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.664,0.925,0.94,0.593,0.867,0.939,0.94,0.916,0.905
AAPL,0.664,0.0,0.696,0.81,0.866,0.37,0.765,0.822,0.785,0.604
AMD,0.925,0.696,0.0,0.952,0.698,0.88,0.937,0.951,0.923,0.946
AMZN,0.94,0.81,0.952,0.0,0.729,0.798,0.963,0.979,0.937,0.906
GOOGL,0.593,0.866,0.698,0.729,0.0,0.338,0.656,0.747,0.691,0.529
INTC,0.867,0.37,0.88,0.798,0.338,0.0,0.833,0.781,0.75,0.915
MARA,0.939,0.765,0.937,0.963,0.656,0.833,0.0,0.967,0.955,0.947
NVDA,0.94,0.822,0.951,0.979,0.747,0.781,0.967,0.0,0.965,0.914
PLUG,0.916,0.785,0.923,0.937,0.691,0.75,0.955,0.965,0.0,0.909
TSLA,0.905,0.604,0.946,0.906,0.529,0.915,0.947,0.914,0.909,0.0
