,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.004,-0.052,0.001,0.119,0.306,-0.544,0.138,-0.361,0.121
AAPL,0.004,0.0,0.952,0.919,0.902,0.524,0.314,0.733,0.524,0.691
AMD,-0.052,0.952,0.0,0.947,0.888,0.547,0.366,0.702,0.557,0.631
AMZN,0.001,0.919,0.947,0.0,0.947,0.531,0.397,0.642,0.547,0.578
GOOGL,0.119,0.902,0.888,0.947,0.0,0.659,0.266,0.712,0.453,0.613
INTC,0.306,0.524,0.547,0.531,0.659,0.0,-0.157,0.799,0.159,0.595
MARA,-0.544,0.314,0.366,0.397,0.266,-0.157,0.0,-0.067,0.783,0.176
NVDA,0.138,0.733,0.702,0.642,0.712,0.799,-0.067,0.0,0.32,0.703
PLUG,-0.361,0.524,0.557,0.547,0.453,0.159,0.783,0.32,0.0,0.512
TSLA,0.121,0.691,0.631,0.578,0.613,0.595,0.176,0.703,0.512,0.0
