,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.624,0.423,0.488,0.348,0.572,0.561,0.441,0.186,0.287
AAPL,0.624,0.0,0.803,0.881,-0.021,0.816,0.907,0.78,0.217,0.865
AMD,0.423,0.803,0.0,0.842,-0.132,0.948,0.897,0.988,0.069,0.857
AMZN,0.488,0.881,0.842,0.0,0.078,0.834,0.866,0.864,0.32,0.878
GOOGL,0.348,-0.021,-0.132,0.078,0.0,-0.019,-0.134,-0.042,0.658,-0.112
INTC,0.572,0.816,0.948,0.834,-0.019,0.0,0.901,0.957,0.046,0.765
MARA,0.561,0.907,0.897,0.866,-0.134,0.901,0.0,0.88,0.139,0.843
NVDA,0.441,0.78,0.988,0.864,-0.042,0.957,0.88,0.0,0.111,0.834
PLUG,0.186,0.217,0.069,0.32,0.658,0.046,0.139,0.111,0.0,0.298
TSLA,0.287,0.865,0.857,0.878,-0.112,0.765,0.843,0.834,0.298,0.0
