,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.018,0.11,0.467,-0.06,0.24,0.8,-0.097,0.35,0.747
AAPL,0.018,0.0,-0.107,0.019,0.126,-0.145,0.203,-0.518,-0.256,0.392
AMD,0.11,-0.107,0.0,-0.523,-0.927,0.825,0.448,-0.398,0.784,0.395
AMZN,0.467,0.019,-0.523,0.0,0.565,-0.303,0.165,0.408,-0.269,0.106
GOOGL,-0.06,0.126,-0.927,0.565,0.0,-0.729,-0.45,0.532,-0.738,-0.369
INTC,0.24,-0.145,0.825,-0.303,-0.729,0.0,0.45,-0.251,0.737,0.394
MARA,0.8,0.203,0.448,0.165,-0.45,0.45,0.0,-0.419,0.6,0.847
NVDA,-0.097,-0.518,-0.398,0.408,0.532,-0.251,-0.419,0.0,-0.162,-0.496
PLUG,0.35,-0.256,0.784,-0.269,-0.738,0.737,0.6,-0.162,0.0,0.356
TSLA,0.747,0.392,0.395,0.106,-0.369,0.394,0.847,-0.496,0.356,0.0
