,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.914,-0.752,-0.795,-0.791,0.326,0.201,-0.83,0.054,-0.505
AAPL,-0.914,0.0,0.784,0.894,0.938,-0.277,-0.278,0.848,-0.124,0.513
AMD,-0.752,0.784,0.0,0.513,0.672,-0.247,0.187,0.951,0.321,0.735
AMZN,-0.795,0.894,0.513,0.0,0.873,-0.373,-0.516,0.613,-0.382,0.204
GOOGL,-0.791,0.938,0.672,0.873,0.0,-0.116,-0.313,0.752,-0.206,0.429
INTC,0.326,-0.277,-0.247,-0.373,-0.116,0.0,0.453,-0.29,-0.165,-0.207
MARA,0.201,-0.278,0.187,-0.516,-0.313,0.453,0.0,0.056,0.523,0.165
NVDA,-0.83,0.848,0.951,0.613,0.752,-0.29,0.056,0.0,0.315,0.788
PLUG,0.054,-0.124,0.321,-0.382,-0.206,-0.165,0.523,0.315,0.0,0.565
TSLA,-0.505,0.513,0.735,0.204,0.429,-0.207,0.165,0.788,0.565,0.0
