,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.339,0.641,0.344,0.51,0.683,0.161,0.591,0.065,0.745
AAPL,0.339,0.0,0.57,0.011,0.64,0.324,-0.167,0.313,-0.258,0.597
AMD,0.641,0.57,0.0,0.217,0.571,0.69,0.011,0.61,-0.186,0.803
AMZN,0.344,0.011,0.217,0.0,0.665,0.431,0.887,0.828,0.844,0.259
GOOGL,0.51,0.64,0.571,0.665,0.0,0.525,0.53,0.811,0.406,0.626
INTC,0.683,0.324,0.69,0.431,0.525,0.0,0.3,0.693,0.196,0.761
MARA,0.161,-0.167,0.011,0.887,0.53,0.3,0.0,0.721,0.949,0.153
NVDA,0.591,0.313,0.61,0.828,0.811,0.693,0.721,0.0,0.621,0.663
PLUG,0.065,-0.258,-0.186,0.844,0.406,0.196,0.949,0.621,0.0,0.032
TSLA,0.745,0.597,0.803,0.259,0.626,0.761,0.153,0.663,0.032,0.0
