,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.788,-0.256,0.314,0.722,0.42,0.808,-0.419,0.585,-0.147
AAPL,-0.788,0.0,0.192,-0.126,-0.517,-0.099,-0.76,0.542,-0.518,0.281
AMD,-0.256,0.192,0.0,0.571,0.106,-0.457,-0.14,0.798,0.456,0.779
AMZN,0.314,-0.126,0.571,0.0,0.704,-0.094,0.122,0.445,0.728,0.467
GOOGL,0.722,-0.517,0.106,0.704,0.0,0.384,0.485,-0.064,0.681,0.017
INTC,0.42,-0.099,-0.457,-0.094,0.384,0.0,0.263,-0.325,-0.1,-0.36
MARA,0.808,-0.76,-0.14,0.122,0.485,0.263,0.0,-0.282,0.463,-0.087
NVDA,-0.419,0.542,0.798,0.445,-0.064,-0.325,-0.282,0.0,0.167,0.791
PLUG,0.585,-0.518,0.456,0.728,0.681,-0.1,0.463,0.167,0.0,0.397
TSLA,-0.147,0.281,0.779,0.467,0.017,-0.36,-0.087,0.791,0.397,0.0
