,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.833,-0.087,0.857,0.726,0.804,0.934,0.949,0.96,0.88
AAPL,0.833,0.0,-0.298,0.737,0.814,0.907,0.91,0.898,0.818,0.947
AMD,-0.087,-0.298,0.0,-0.388,0.007,-0.187,-0.319,-0.027,-0.201,-0.295
AMZN,0.857,0.737,-0.388,0.0,0.661,0.817,0.862,0.779,0.831,0.783
GOOGL,0.726,0.814,0.007,0.661,0.0,0.9,0.744,0.826,0.627,0.819
INTC,0.804,0.907,-0.187,0.817,0.9,0.0,0.849,0.861,0.744,0.885
MARA,0.934,0.91,-0.319,0.862,0.744,0.849,0.0,0.93,0.96,0.967
NVDA,0.949,0.898,-0.027,0.779,0.826,0.861,0.93,0.0,0.907,0.922
PLUG,0.96,0.818,-0.201,0.831,0.627,0.744,0.96,0.907,0.0,0.883
TSLA,0.88,0.947,-0.295,0.783,0.819,0.885,0.967,0.922,0.883,0.0
