,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.546,0.548,0.61,0.656,-0.143,-0.083,0.544,0.031,-0.528
AAPL,0.546,0.0,0.784,0.754,0.778,0.256,-0.541,0.697,-0.26,-0.564
AMD,0.548,0.784,0.0,0.842,0.935,-0.099,-0.802,0.961,-0.656,-0.897
AMZN,0.61,0.754,0.842,0.0,0.926,-0.149,-0.622,0.871,-0.483,-0.779
GOOGL,0.656,0.778,0.935,0.926,0.0,-0.231,-0.711,0.937,-0.518,-0.915
INTC,-0.143,0.256,-0.099,-0.149,-0.231,0.0,0.144,-0.165,0.216,0.397
MARA,-0.083,-0.541,-0.802,-0.622,-0.711,0.144,0.0,-0.808,0.821,0.805
NVDA,0.544,0.697,0.961,0.871,0.937,-0.165,-0.808,0.0,-0.704,-0.92
PLUG,0.031,-0.26,-0.656,-0.483,-0.518,0.216,0.821,-0.704,0.0,0.671
TSLA,-0.528,-0.564,-0.897,-0.779,-0.915,0.397,0.805,-0.92,0.671,0.0
