,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.328,0.733,0.054,0.424,0.579,0.663,0.702,0.56,0.471
AAPL,0.328,0.0,0.506,0.373,0.585,0.581,0.211,0.277,0.356,0.774
AMD,0.733,0.506,0.0,-0.06,0.773,0.775,0.382,0.876,0.608,0.731
AMZN,0.054,0.373,-0.06,0.0,0.131,0.35,0.43,-0.103,-0.146,0.384
GOOGL,0.424,0.585,0.773,0.131,0.0,0.794,0.087,0.508,0.644,0.756
INTC,0.579,0.581,0.775,0.35,0.794,0.0,0.47,0.537,0.596,0.899
MARA,0.663,0.211,0.382,0.43,0.087,0.47,0.0,0.384,0.284,0.433
NVDA,0.702,0.277,0.876,-0.103,0.508,0.537,0.384,0.0,0.421,0.475
PLUG,0.56,0.356,0.608,-0.146,0.644,0.596,0.284,0.421,0.0,0.548
TSLA,0.471,0.774,0.731,0.384,0.756,0.899,0.433,0.475,0.548,0.0
