,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.563,0.606,-0.089,0.457,-0.094,0.672,0.337,0.808,0.743
AAPL,-0.563,0.0,-0.392,0.064,-0.286,0.137,-0.43,-0.378,-0.459,-0.407
AMD,0.606,-0.392,0.0,-0.002,0.721,0.242,0.901,0.479,0.726,0.842
AMZN,-0.089,0.064,-0.002,0.0,0.49,-0.625,0.046,-0.467,-0.192,0.139
GOOGL,0.457,-0.286,0.721,0.49,0.0,-0.338,0.713,-0.123,0.536,0.793
INTC,-0.094,0.137,0.242,-0.625,-0.338,0.0,0.03,0.643,0.045,-0.089
MARA,0.672,-0.43,0.901,0.046,0.713,0.03,0.0,0.4,0.814,0.938
NVDA,0.337,-0.378,0.479,-0.467,-0.123,0.643,0.4,0.0,0.366,0.223
PLUG,0.808,-0.459,0.726,-0.192,0.536,0.045,0.814,0.366,0.0,0.856
TSLA,0.743,-0.407,0.842,0.139,0.793,-0.089,0.938,0.223,0.856,0.0
