,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.747,-0.234,0.061,-0.15,-0.076,0.803,0.864,0.148,-0.72
AAPL,0.747,0.0,-0.578,0.279,0.006,0.03,0.745,0.609,0.191,-0.614
AMD,-0.234,-0.578,0.0,-0.403,-0.029,0.363,-0.447,-0.058,-0.048,0.318
AMZN,0.061,0.279,-0.403,0.0,-0.451,0.432,0.398,-0.03,-0.263,0.055
GOOGL,-0.15,0.006,-0.029,-0.451,0.0,-0.316,-0.066,-0.218,0.318,0.05
INTC,-0.076,0.03,0.363,0.432,-0.316,0.0,0.062,-0.073,-0.069,0.304
MARA,0.803,0.745,-0.447,0.398,-0.066,0.062,0.0,0.562,0.286,-0.473
NVDA,0.864,0.609,-0.058,-0.03,-0.218,-0.073,0.562,0.0,-0.055,-0.868
PLUG,0.148,0.191,-0.048,-0.263,0.318,-0.069,0.286,-0.055,0.0,0.096
TSLA,-0.72,-0.614,0.318,0.055,0.05,0.304,-0.473,-0.868,0.096,0.0
