,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.528,0.412,-0.007,0.243,0.701,0.635,-0.863,0.403,0.052
AAPL,-0.528,0.0,-0.699,0.423,0.348,-0.187,-0.368,0.76,-0.722,0.394
AMD,0.412,-0.699,0.0,-0.31,-0.131,0.284,0.492,-0.533,0.64,-0.089
AMZN,-0.007,0.423,-0.31,0.0,0.794,0.28,-0.084,0.226,-0.631,-0.001
GOOGL,0.243,0.348,-0.131,0.794,0.0,0.492,0.275,0.037,-0.468,0.094
INTC,0.701,-0.187,0.284,0.28,0.492,0.0,0.472,-0.636,0.157,0.055
MARA,0.635,-0.368,0.492,-0.084,0.275,0.472,0.0,-0.597,0.375,0.132
NVDA,-0.863,0.76,-0.533,0.226,0.037,-0.636,-0.597,0.0,-0.633,0.069
PLUG,0.403,-0.722,0.64,-0.631,-0.468,0.157,0.375,-0.633,0.0,-0.21
TSLA,0.052,0.394,-0.089,-0.001,0.094,0.055,0.132,0.069,-0.21,0.0
