,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.468,0.406,0.75,0.234,0.697,0.727,-0.02,0.784,0.604
AAPL,0.468,0.0,0.618,0.663,0.546,0.857,0.638,-0.093,0.707,0.337
AMD,0.406,0.618,0.0,0.561,0.71,0.707,0.234,0.232,0.508,0.562
AMZN,0.75,0.663,0.561,0.0,0.342,0.852,0.861,0.029,0.957,0.745
GOOGL,0.234,0.546,0.71,0.342,0.0,0.49,0.148,0.267,0.345,0.559
INTC,0.697,0.857,0.707,0.852,0.49,0.0,0.784,0.058,0.868,0.611
MARA,0.727,0.638,0.234,0.861,0.148,0.784,0.0,-0.133,0.929,0.564
NVDA,-0.02,-0.093,0.232,0.029,0.267,0.058,-0.133,0.0,-0.062,0.439
PLUG,0.784,0.707,0.508,0.957,0.345,0.868,0.929,-0.062,0.0,0.703
TSLA,0.604,0.337,0.562,0.745,0.559,0.611,0.564,0.439,0.703,0.0
