,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.763,0.702,-0.713,-0.0,0.747,0.054,-0.64,-0.815,-0.504
AAPL,-0.763,0.0,-0.312,0.906,0.477,-0.463,0.044,0.921,0.861,0.713
AMD,0.702,-0.312,0.0,-0.255,0.481,0.832,0.42,-0.098,-0.531,-0.104
AMZN,-0.713,0.906,-0.255,0.0,0.606,-0.399,-0.039,0.943,0.897,0.902
GOOGL,-0.0,0.477,0.481,0.606,0.0,0.321,0.233,0.64,0.333,0.66
INTC,0.747,-0.463,0.832,-0.399,0.321,0.0,0.364,-0.308,-0.524,-0.236
MARA,0.054,0.044,0.42,-0.039,0.233,0.364,0.0,0.09,-0.139,-0.138
NVDA,-0.64,0.921,-0.098,0.943,0.64,-0.308,0.09,0.0,0.799,0.838
PLUG,-0.815,0.861,-0.531,0.897,0.333,-0.524,-0.139,0.799,0.0,0.785
TSLA,-0.504,0.713,-0.104,0.902,0.66,-0.236,-0.138,0.838,0.785,0.0
