,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.355,-0.01,0.567,0.122,0.3,0.711,0.199,0.342,0.622
AAPL,-0.355,0.0,-0.191,-0.095,0.181,-0.228,-0.09,-0.298,-0.278,0.019
AMD,-0.01,-0.191,0.0,-0.553,-0.916,0.771,0.421,-0.395,0.815,0.407
AMZN,0.567,-0.095,-0.553,0.0,0.634,-0.196,0.155,0.506,-0.306,0.064
GOOGL,0.122,0.181,-0.916,0.634,0.0,-0.622,-0.395,0.532,-0.759,-0.349
INTC,0.3,-0.228,0.771,-0.196,-0.622,0.0,0.49,-0.266,0.72,0.487
MARA,0.711,-0.09,0.421,0.155,-0.395,0.49,0.0,-0.219,0.694,0.813
NVDA,0.199,-0.298,-0.395,0.506,0.532,-0.266,-0.219,0.0,-0.223,-0.201
PLUG,0.342,-0.278,0.815,-0.306,-0.759,0.72,0.694,-0.223,0.0,0.504
TSLA,0.622,0.019,0.407,0.064,-0.349,0.487,0.813,-0.201,0.504,0.0
