,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.445,0.447,0.458,0.543,-0.28,0.062,0.441,0.354,-0.47
AAPL,0.445,0.0,0.691,0.328,0.831,0.255,-0.57,0.54,-0.367,-0.436
AMD,0.447,0.691,0.0,0.745,0.771,-0.312,-0.792,0.937,-0.207,-0.883
AMZN,0.458,0.328,0.745,0.0,0.498,-0.553,-0.474,0.878,0.145,-0.78
GOOGL,0.543,0.831,0.771,0.498,0.0,-0.079,-0.561,0.657,-0.364,-0.625
INTC,-0.28,0.255,-0.312,-0.553,-0.079,0.0,0.139,-0.496,-0.372,0.615
MARA,0.062,-0.57,-0.792,-0.474,-0.561,0.139,0.0,-0.726,0.518,0.707
NVDA,0.441,0.54,0.937,0.878,0.657,-0.496,-0.726,0.0,-0.007,-0.921
PLUG,0.354,-0.367,-0.207,0.145,-0.364,-0.372,0.518,-0.007,0.0,-0.013
TSLA,-0.47,-0.436,-0.883,-0.78,-0.625,0.615,0.707,-0.921,-0.013,0.0
