,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.585,0.38,0.608,0.572,0.603,0.373,0.385,0.417,0.53
AAPL,0.585,0.0,-0.33,0.915,0.92,0.085,0.252,-0.029,0.926,0.817
AMD,0.38,-0.33,0.0,-0.161,-0.117,0.853,0.52,0.842,-0.4,0.013
AMZN,0.608,0.915,-0.161,0.0,0.929,0.181,0.321,0.21,0.901,0.859
GOOGL,0.572,0.92,-0.117,0.929,0.0,0.277,0.468,0.267,0.899,0.92
INTC,0.603,0.085,0.853,0.181,0.277,0.0,0.552,0.842,-0.036,0.327
MARA,0.373,0.252,0.52,0.321,0.468,0.552,0.0,0.641,0.282,0.548
NVDA,0.385,-0.029,0.842,0.21,0.267,0.842,0.641,0.0,0.007,0.404
PLUG,0.417,0.926,-0.4,0.901,0.899,-0.036,0.282,0.007,0.0,0.86
TSLA,0.53,0.817,0.013,0.859,0.92,0.327,0.548,0.404,0.86,0.0
