,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.649,0.799,0.833,0.509,-0.167,0.378,0.804,-0.395,0.347
AAPL,0.649,0.0,0.705,0.564,0.698,0.486,0.67,0.735,0.057,0.76
AMD,0.799,0.705,0.0,0.733,0.729,0.223,0.535,0.821,-0.028,0.485
AMZN,0.833,0.564,0.733,0.0,0.721,0.023,0.587,0.902,-0.027,0.53
GOOGL,0.509,0.698,0.729,0.721,0.0,0.583,0.873,0.838,0.46,0.773
INTC,-0.167,0.486,0.223,0.023,0.583,0.0,0.596,0.274,0.675,0.621
MARA,0.378,0.67,0.535,0.587,0.873,0.596,0.0,0.739,0.619,0.917
NVDA,0.804,0.735,0.821,0.902,0.838,0.274,0.739,0.0,0.108,0.703
PLUG,-0.395,0.057,-0.028,-0.027,0.46,0.675,0.619,0.108,0.0,0.582
TSLA,0.347,0.76,0.485,0.53,0.773,0.621,0.917,0.703,0.582,0.0
