,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.785,-0.864,-0.686,-0.673,0.512,-0.877,-0.788,-0.881,-0.727
AAPL,-0.785,0.0,0.935,0.859,0.679,-0.498,0.88,0.907,0.81,0.841
AMD,-0.864,0.935,0.0,0.814,0.649,-0.604,0.923,0.945,0.914,0.898
AMZN,-0.686,0.859,0.814,0.0,0.804,-0.174,0.841,0.748,0.775,0.624
GOOGL,-0.673,0.679,0.649,0.804,0.0,-0.154,0.681,0.662,0.663,0.537
INTC,0.512,-0.498,-0.604,-0.174,-0.154,0.0,-0.366,-0.729,-0.514,-0.812
MARA,-0.877,0.88,0.923,0.841,0.681,-0.366,0.0,0.809,0.898,0.75
NVDA,-0.788,0.907,0.945,0.748,0.662,-0.729,0.809,0.0,0.835,0.966
PLUG,-0.881,0.81,0.914,0.775,0.663,-0.514,0.898,0.835,0.0,0.788
TSLA,-0.727,0.841,0.898,0.624,0.537,-0.812,0.75,0.966,0.788,0.0
