,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.688,-0.028,-0.063,-0.09,0.036,0.765,0.855,0.034,-0.679
AAPL,0.688,0.0,-0.467,0.223,0.057,0.114,0.692,0.528,0.007,-0.564
AMD,-0.028,-0.467,0.0,-0.465,-0.023,0.379,-0.299,0.165,0.213,0.207
AMZN,-0.063,0.223,-0.465,0.0,-0.465,0.338,0.325,-0.179,-0.418,0.11
GOOGL,-0.09,0.057,-0.023,-0.465,0.0,-0.298,-0.02,-0.147,0.415,0.011
INTC,0.036,0.114,0.379,0.338,-0.298,0.0,0.159,0.05,0.071,0.254
MARA,0.765,0.692,-0.299,0.325,-0.02,0.159,0.0,0.499,0.158,-0.402
NVDA,0.855,0.528,0.165,-0.179,-0.147,0.05,0.499,0.0,-0.137,-0.826
PLUG,0.034,0.007,0.213,-0.418,0.415,0.071,0.158,-0.137,0.0,0.248
TSLA,-0.679,-0.564,0.207,0.11,0.011,0.254,-0.402,-0.826,0.248,0.0
