,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.548,0.522,0.084,0.054,0.652,0.286,0.435,0.277,0.443
AAPL,0.548,0.0,0.842,0.623,0.282,0.479,0.244,0.811,0.571,0.73
AMD,0.522,0.842,0.0,0.691,0.315,0.417,0.236,0.911,0.415,0.735
AMZN,0.084,0.623,0.691,0.0,-0.118,0.372,0.39,0.742,-0.099,0.71
GOOGL,0.054,0.282,0.315,-0.118,0.0,-0.434,-0.278,0.365,0.736,0.024
INTC,0.652,0.479,0.417,0.372,-0.434,0.0,0.412,0.404,-0.115,0.627
MARA,0.286,0.244,0.236,0.39,-0.278,0.412,0.0,0.253,-0.34,0.298
NVDA,0.435,0.811,0.911,0.742,0.365,0.404,0.253,0.0,0.367,0.815
PLUG,0.277,0.571,0.415,-0.099,0.736,-0.115,-0.34,0.367,0.0,0.15
TSLA,0.443,0.73,0.735,0.71,0.024,0.627,0.298,0.815,0.15,0.0
