,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.853,0.792,0.654,0.721,-0.154,-0.224,0.853,-0.489,0.76
AAPL,0.853,0.0,0.771,0.653,0.718,-0.127,-0.268,0.777,-0.477,0.773
AMD,0.792,0.771,0.0,0.892,0.932,-0.38,-0.234,0.921,-0.546,0.863
AMZN,0.654,0.653,0.892,0.0,0.941,-0.503,-0.186,0.799,-0.632,0.725
GOOGL,0.721,0.718,0.932,0.941,0.0,-0.462,-0.348,0.869,-0.634,0.808
INTC,-0.154,-0.127,-0.38,-0.503,-0.462,0.0,0.414,-0.2,0.653,-0.113
MARA,-0.224,-0.268,-0.234,-0.186,-0.348,0.414,0.0,-0.201,0.448,-0.142
NVDA,0.853,0.777,0.921,0.799,0.869,-0.2,-0.201,0.0,-0.379,0.874
PLUG,-0.489,-0.477,-0.546,-0.632,-0.634,0.653,0.448,-0.379,0.0,-0.249
TSLA,0.76,0.773,0.863,0.725,0.808,-0.113,-0.142,0.874,-0.249,0.0
