,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.346,0.705,-0.095,0.542,0.78,0.781,0.049,0.806,0.789
AAPL,0.346,0.0,0.705,0.439,0.762,0.572,0.047,0.683,0.596,0.157
AMD,0.705,0.705,0.0,0.415,0.769,0.761,0.631,0.574,0.791,0.724
AMZN,-0.095,0.439,0.415,0.0,0.27,0.22,-0.017,0.79,-0.106,0.04
GOOGL,0.542,0.762,0.769,0.27,0.0,0.8,0.259,0.623,0.675,0.349
INTC,0.78,0.572,0.761,0.22,0.8,0.0,0.558,0.415,0.735,0.567
MARA,0.781,0.047,0.631,-0.017,0.259,0.558,0.0,-0.123,0.694,0.933
NVDA,0.049,0.683,0.574,0.79,0.623,0.415,-0.123,0.0,0.129,-0.0
PLUG,0.806,0.596,0.791,-0.106,0.675,0.735,0.694,0.129,0.0,0.704
TSLA,0.789,0.157,0.724,0.04,0.349,0.567,0.933,-0.0,0.704,0.0
