,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.207,0.369,0.475,0.355,0.603,0.044,0.529,0.755,-0.088
AAPL,0.207,0.0,0.511,0.788,0.789,0.565,-0.104,0.422,0.54,-0.005
AMD,0.369,0.511,0.0,0.231,0.845,0.894,-0.785,0.966,0.467,-0.73
AMZN,0.475,0.788,0.231,0.0,0.562,0.44,0.314,0.26,0.755,0.328
GOOGL,0.355,0.789,0.845,0.562,0.0,0.831,-0.54,0.809,0.568,-0.511
INTC,0.603,0.565,0.894,0.44,0.831,0.0,-0.498,0.915,0.713,-0.581
MARA,0.044,-0.104,-0.785,0.314,-0.54,-0.498,0.0,-0.714,0.099,0.896
NVDA,0.529,0.422,0.966,0.26,0.809,0.915,-0.714,0.0,0.563,-0.707
PLUG,0.755,0.54,0.467,0.755,0.568,0.713,0.099,0.563,0.0,-0.025
TSLA,-0.088,-0.005,-0.73,0.328,-0.511,-0.581,0.896,-0.707,-0.025,0.0
