,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.764,-0.565,0.625,-0.218,-0.147,0.895,0.901,0.355,-0.144
AAPL,0.764,0.0,-0.681,0.804,-0.059,0.019,0.823,0.742,0.301,-0.449
AMD,-0.565,-0.681,0.0,-0.518,-0.015,0.513,-0.704,-0.442,-0.29,0.218
AMZN,0.625,0.804,-0.518,0.0,-0.045,0.247,0.623,0.653,0.201,-0.328
GOOGL,-0.218,-0.059,-0.015,-0.045,0.0,-0.11,-0.073,-0.407,0.216,0.341
INTC,-0.147,0.019,0.513,0.247,-0.11,0.0,-0.288,0.026,-0.226,-0.014
MARA,0.895,0.823,-0.704,0.623,-0.073,-0.288,0.0,0.814,0.481,-0.322
NVDA,0.901,0.742,-0.442,0.653,-0.407,0.026,0.814,0.0,0.262,-0.345
PLUG,0.355,0.301,-0.29,0.201,0.216,-0.226,0.481,0.262,0.0,0.082
TSLA,-0.144,-0.449,0.218,-0.328,0.341,-0.014,-0.322,-0.345,0.082,0.0
