,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.906,0.905,0.827,0.882,0.927,0.892,0.145,0.723,0.863
AAPL,0.906,0.0,0.919,0.893,0.945,0.967,0.891,0.4,0.806,0.87
AMD,0.905,0.919,0.0,0.949,0.944,0.96,0.926,0.178,0.852,0.899
AMZN,0.827,0.893,0.949,0.0,0.887,0.924,0.841,0.325,0.91,0.849
GOOGL,0.882,0.945,0.944,0.887,0.0,0.956,0.935,0.244,0.845,0.905
INTC,0.927,0.967,0.96,0.924,0.956,0.0,0.922,0.323,0.829,0.918
MARA,0.892,0.891,0.926,0.841,0.935,0.922,0.0,0.022,0.802,0.952
NVDA,0.145,0.4,0.178,0.325,0.244,0.323,0.022,0.0,0.237,0.112
PLUG,0.723,0.806,0.852,0.91,0.845,0.829,0.802,0.237,0.0,0.782
TSLA,0.863,0.87,0.899,0.849,0.905,0.918,0.952,0.112,0.782,0.0
