,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.374,-0.159,-0.347,-0.367,0.255,-0.133,-0.371,-0.092,-0.256
AAPL,-0.374,0.0,0.181,0.541,0.91,0.324,0.3,0.766,0.272,0.772
AMD,-0.159,0.181,0.0,0.808,0.135,0.429,-0.157,0.637,0.91,0.623
AMZN,-0.347,0.541,0.808,0.0,0.567,0.349,-0.053,0.797,0.801,0.853
GOOGL,-0.367,0.91,0.135,0.567,0.0,0.341,0.363,0.779,0.284,0.763
INTC,0.255,0.324,0.429,0.349,0.341,0.0,0.217,0.551,0.549,0.467
MARA,-0.133,0.3,-0.157,-0.053,0.363,0.217,0.0,0.277,-0.05,0.093
NVDA,-0.371,0.766,0.637,0.797,0.779,0.551,0.277,0.0,0.743,0.903
PLUG,-0.092,0.272,0.91,0.801,0.284,0.549,-0.05,0.743,0.0,0.726
TSLA,-0.256,0.772,0.623,0.853,0.763,0.467,0.093,0.903,0.726,0.0
