,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.615,0.614,0.927,0.803,0.786,0.703,0.549,0.753,0.913
AAPL,0.615,0.0,0.816,0.661,0.497,0.204,0.071,0.867,0.254,0.633
AMD,0.614,0.816,0.0,0.651,0.487,0.25,0.165,0.923,0.386,0.669
AMZN,0.927,0.661,0.651,0.0,0.837,0.812,0.683,0.622,0.788,0.927
GOOGL,0.803,0.497,0.487,0.837,0.0,0.843,0.767,0.343,0.804,0.842
INTC,0.786,0.204,0.25,0.812,0.843,0.0,0.932,0.144,0.902,0.779
MARA,0.703,0.071,0.165,0.683,0.767,0.932,0.0,0.03,0.879,0.702
NVDA,0.549,0.867,0.923,0.622,0.343,0.144,0.03,0.0,0.274,0.594
PLUG,0.753,0.254,0.386,0.788,0.804,0.902,0.879,0.274,0.0,0.839
TSLA,0.913,0.633,0.669,0.927,0.842,0.779,0.702,0.594,0.839,0.0
