,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.837,0.914,0.817,0.908,0.934,0.918,0.619,0.687,0.778
AAPL,0.837,0.0,0.944,0.914,0.917,0.881,0.901,0.872,0.84,0.924
AMD,0.914,0.944,0.0,0.928,0.959,0.951,0.914,0.791,0.796,0.858
AMZN,0.817,0.914,0.928,0.0,0.904,0.922,0.824,0.903,0.9,0.82
GOOGL,0.908,0.917,0.959,0.904,0.0,0.94,0.938,0.72,0.815,0.848
INTC,0.934,0.881,0.951,0.922,0.94,0.0,0.921,0.758,0.805,0.825
MARA,0.918,0.901,0.914,0.824,0.938,0.921,0.0,0.694,0.762,0.913
NVDA,0.619,0.872,0.791,0.903,0.72,0.758,0.694,0.0,0.875,0.828
PLUG,0.687,0.84,0.796,0.9,0.815,0.805,0.762,0.875,0.0,0.81
TSLA,0.778,0.924,0.858,0.82,0.848,0.825,0.913,0.828,0.81,0.0
