,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.279,-0.212,0.378,0.332,-0.074,-0.045,-0.145,0.667,0.481
AAPL,0.279,0.0,0.614,0.607,0.907,0.646,0.154,0.112,0.153,-0.027
AMD,-0.212,0.614,0.0,0.12,0.594,0.558,-0.208,0.58,-0.437,-0.502
AMZN,0.378,0.607,0.12,0.0,0.622,0.576,0.721,-0.336,0.739,0.64
GOOGL,0.332,0.907,0.594,0.622,0.0,0.695,0.151,0.023,0.162,0.019
INTC,-0.074,0.646,0.558,0.576,0.695,0.0,0.299,-0.203,0.088,-0.07
MARA,-0.045,0.154,-0.208,0.721,0.151,0.299,0.0,-0.396,0.625,0.704
NVDA,-0.145,0.112,0.58,-0.336,0.023,-0.203,-0.396,0.0,-0.494,-0.37
PLUG,0.667,0.153,-0.437,0.739,0.162,0.088,0.625,-0.494,0.0,0.889
TSLA,0.481,-0.027,-0.502,0.64,0.019,-0.07,0.704,-0.37,0.889,0.0
