,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.192,0.595,0.357,0.495,0.666,0.375,0.394,0.632,0.398
AAPL,0.192,0.0,0.376,0.888,0.723,0.539,0.678,0.605,0.535,0.806
AMD,0.595,0.376,0.0,0.455,0.665,0.715,0.62,0.579,0.723,0.414
AMZN,0.357,0.888,0.455,0.0,0.87,0.709,0.787,0.784,0.607,0.927
GOOGL,0.495,0.723,0.665,0.87,0.0,0.828,0.899,0.944,0.723,0.819
INTC,0.666,0.539,0.715,0.709,0.828,0.0,0.683,0.771,0.62,0.714
MARA,0.375,0.678,0.62,0.787,0.899,0.683,0.0,0.896,0.729,0.748
NVDA,0.394,0.605,0.579,0.784,0.944,0.771,0.896,0.0,0.618,0.78
PLUG,0.632,0.535,0.723,0.607,0.723,0.62,0.729,0.618,0.0,0.526
TSLA,0.398,0.806,0.414,0.927,0.819,0.714,0.748,0.78,0.526,0.0
