,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.764,0.659,0.792,0.136,0.607,0.192,0.524,-0.221,0.784
AAPL,0.764,0.0,0.815,0.795,0.454,0.59,0.271,0.831,0.071,0.724
AMD,0.659,0.815,0.0,0.876,0.713,0.68,0.437,0.947,0.48,0.89
AMZN,0.792,0.795,0.876,0.0,0.413,0.766,0.151,0.796,0.256,0.941
GOOGL,0.136,0.454,0.713,0.413,0.0,0.422,0.583,0.733,0.698,0.462
INTC,0.607,0.59,0.68,0.766,0.422,0.0,0.175,0.598,0.339,0.71
MARA,0.192,0.271,0.437,0.151,0.583,0.175,0.0,0.436,0.41,0.217
NVDA,0.524,0.831,0.947,0.796,0.733,0.598,0.436,0.0,0.552,0.778
PLUG,-0.221,0.071,0.48,0.256,0.698,0.339,0.41,0.552,0.0,0.303
TSLA,0.784,0.724,0.89,0.941,0.462,0.71,0.217,0.778,0.303,0.0
