,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.798,0.423,0.375,-0.204,0.113,0.897,-0.663,0.535,0.515
AAPL,0.798,0.0,0.605,0.573,0.252,0.522,0.739,-0.333,0.218,0.699
AMD,0.423,0.605,0.0,0.645,0.531,0.45,0.392,-0.042,-0.105,0.507
AMZN,0.375,0.573,0.645,0.0,0.298,0.499,0.465,-0.22,-0.022,0.6
GOOGL,-0.204,0.252,0.531,0.298,0.0,0.438,-0.329,0.582,-0.518,0.327
INTC,0.113,0.522,0.45,0.499,0.438,0.0,0.24,0.002,-0.029,0.588
MARA,0.897,0.739,0.392,0.465,-0.329,0.24,0.0,-0.82,0.461,0.492
NVDA,-0.663,-0.333,-0.042,-0.22,0.582,0.002,-0.82,0.0,-0.427,-0.137
PLUG,0.535,0.218,-0.105,-0.022,-0.518,-0.029,0.461,-0.427,0.0,0.34
TSLA,0.515,0.699,0.507,0.6,0.327,0.588,0.492,-0.137,0.34,0.0
