,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.673,-0.097,0.399,0.676,0.213,0.715,-0.371,0.714,-0.065
AAPL,-0.673,0.0,-0.155,-0.182,-0.23,0.269,-0.739,0.417,-0.665,0.053
AMD,-0.097,-0.155,0.0,0.594,0.034,-0.496,0.095,0.712,0.55,0.806
AMZN,0.399,-0.182,0.594,0.0,0.679,-0.12,0.182,0.469,0.714,0.531
GOOGL,0.676,-0.23,0.034,0.679,0.0,0.389,0.335,-0.039,0.532,-0.043
INTC,0.213,0.269,-0.496,-0.12,0.389,0.0,-0.047,-0.226,-0.236,-0.397
MARA,0.715,-0.739,0.095,0.182,0.335,-0.047,0.0,-0.201,0.666,0.055
NVDA,-0.371,0.417,0.712,0.469,-0.039,-0.226,-0.201,0.0,0.139,0.764
PLUG,0.714,-0.665,0.55,0.714,0.532,-0.236,0.666,0.139,0.0,0.463
TSLA,-0.065,0.053,0.806,0.531,-0.043,-0.397,0.055,0.764,0.463,0.0
