,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.002,-0.181,-0.116,-0.006,0.114,-0.003,-0.16,-0.027,-0.149
AAPL,-0.002,0.0,0.649,0.924,0.959,0.775,-0.869,0.947,0.723,0.94
AMD,-0.181,0.649,0.0,0.705,0.571,0.591,-0.321,0.621,0.2,0.582
AMZN,-0.116,0.924,0.705,0.0,0.961,0.76,-0.805,0.925,0.711,0.944
GOOGL,-0.006,0.959,0.571,0.961,0.0,0.767,-0.899,0.935,0.777,0.956
INTC,0.114,0.775,0.591,0.76,0.767,0.0,-0.674,0.787,0.514,0.79
MARA,-0.003,-0.869,-0.321,-0.805,-0.899,-0.674,0.0,-0.854,-0.718,-0.881
NVDA,-0.16,0.947,0.621,0.925,0.935,0.787,-0.854,0.0,0.757,0.974
PLUG,-0.027,0.723,0.2,0.711,0.777,0.514,-0.718,0.757,0.0,0.776
TSLA,-0.149,0.94,0.582,0.944,0.956,0.79,-0.881,0.974,0.776,0.0
