,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.672,0.764,0.101,0.481,0.874,0.619,-0.133,0.646,0.917
AAPL,0.672,0.0,0.834,0.313,0.612,0.804,0.494,0.351,0.147,0.629
AMD,0.764,0.834,0.0,0.465,0.628,0.932,0.825,0.269,0.358,0.851
AMZN,0.101,0.313,0.465,0.0,0.647,0.386,0.485,0.587,-0.151,0.313
GOOGL,0.481,0.612,0.628,0.647,0.0,0.692,0.469,0.559,-0.123,0.492
INTC,0.874,0.804,0.932,0.386,0.692,0.0,0.77,0.144,0.379,0.869
MARA,0.619,0.494,0.825,0.485,0.469,0.77,0.0,0.085,0.441,0.779
NVDA,-0.133,0.351,0.269,0.587,0.559,0.144,0.085,0.0,-0.485,-0.038
PLUG,0.646,0.147,0.358,-0.151,-0.123,0.379,0.441,-0.485,0.0,0.672
TSLA,0.917,0.629,0.851,0.313,0.492,0.869,0.779,-0.038,0.672,0.0
