,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.504,-0.082,-0.049,0.45,0.856,0.847,-0.009,-0.196,0.051
AAPL,-0.504,0.0,0.636,0.659,-0.049,-0.298,-0.556,0.691,0.468,0.097
AMD,-0.082,0.636,0.0,0.908,0.26,0.286,-0.112,0.941,0.611,-0.367
AMZN,-0.049,0.659,0.908,0.0,0.455,0.266,-0.151,0.917,0.511,-0.338
GOOGL,0.45,-0.049,0.26,0.455,0.0,0.546,0.29,0.304,0.109,0.005
INTC,0.856,-0.298,0.286,0.266,0.546,0.0,0.716,0.292,0.104,-0.082
MARA,0.847,-0.556,-0.112,-0.151,0.29,0.716,0.0,-0.064,-0.128,-0.031
NVDA,-0.009,0.691,0.941,0.917,0.304,0.292,-0.064,0.0,0.535,-0.214
PLUG,-0.196,0.468,0.611,0.511,0.109,0.104,-0.128,0.535,0.0,-0.227
TSLA,0.051,0.097,-0.367,-0.338,0.005,-0.082,-0.031,-0.214,-0.227,0.0
