,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.387,-0.592,-0.269,-0.489,-0.048,-0.499,-0.535,-0.437,-0.188
AAPL,-0.387,0.0,0.929,0.884,0.958,0.818,0.945,0.941,0.905,0.893
AMD,-0.592,0.929,0.0,0.788,0.962,0.695,0.96,0.987,0.918,0.841
AMZN,-0.269,0.884,0.788,0.0,0.899,0.892,0.892,0.829,0.879,0.864
GOOGL,-0.489,0.958,0.962,0.899,0.0,0.799,0.984,0.974,0.952,0.907
INTC,-0.048,0.818,0.695,0.892,0.799,0.0,0.769,0.724,0.76,0.841
MARA,-0.499,0.945,0.96,0.892,0.984,0.769,0.0,0.979,0.963,0.901
NVDA,-0.535,0.941,0.987,0.829,0.974,0.724,0.979,0.0,0.949,0.863
PLUG,-0.437,0.905,0.918,0.879,0.952,0.76,0.963,0.949,0.0,0.851
TSLA,-0.188,0.893,0.841,0.864,0.907,0.841,0.901,0.863,0.851,0.0
