,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.407,0.559,0.278,0.376,0.614,-0.534,0.698,0.363,0.854
AAPL,0.407,0.0,0.943,0.767,0.846,0.72,-0.448,0.821,0.703,0.727
AMD,0.559,0.943,0.0,0.772,0.849,0.807,-0.487,0.871,0.67,0.799
AMZN,0.278,0.767,0.772,0.0,0.727,0.788,-0.253,0.644,0.748,0.547
GOOGL,0.376,0.846,0.849,0.727,0.0,0.649,-0.445,0.639,0.553,0.599
INTC,0.614,0.72,0.807,0.788,0.649,0.0,-0.666,0.696,0.622,0.774
MARA,-0.534,-0.448,-0.487,-0.253,-0.445,-0.666,0.0,-0.36,-0.264,-0.575
NVDA,0.698,0.821,0.871,0.644,0.639,0.696,-0.36,0.0,0.637,0.856
PLUG,0.363,0.703,0.67,0.748,0.553,0.622,-0.264,0.637,0.0,0.658
TSLA,0.854,0.727,0.799,0.547,0.599,0.774,-0.575,0.856,0.658,0.0
