,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.317,-0.607,0.8,-0.336,0.271,-0.174,-0.201,0.646,-0.37
AAPL,-0.317,0.0,0.037,-0.15,0.168,-0.172,0.152,-0.005,-0.463,-0.036
AMD,-0.607,0.037,0.0,-0.753,0.551,0.418,0.436,0.736,-0.16,0.857
AMZN,0.8,-0.15,-0.753,0.0,-0.571,-0.065,-0.567,-0.396,0.344,-0.655
GOOGL,-0.336,0.168,0.551,-0.571,0.0,0.201,0.711,0.416,-0.04,0.49
INTC,0.271,-0.172,0.418,-0.065,0.201,0.0,0.369,0.598,0.523,0.58
MARA,-0.174,0.152,0.436,-0.567,0.711,0.369,0.0,0.494,0.109,0.554
NVDA,-0.201,-0.005,0.736,-0.396,0.416,0.598,0.494,0.0,0.067,0.726
PLUG,0.646,-0.463,-0.16,0.344,-0.04,0.523,0.109,0.067,0.0,0.062
TSLA,-0.37,-0.036,0.857,-0.655,0.49,0.58,0.554,0.726,0.062,0.0
