,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.479,-0.601,-0.708,-0.662,0.052,-0.428,-0.713,-0.127,-0.651
AAPL,-0.479,0.0,0.339,0.844,0.881,0.457,0.227,0.894,0.508,0.896
AMD,-0.601,0.339,0.0,0.492,0.626,-0.334,0.624,0.606,0.132,0.605
AMZN,-0.708,0.844,0.492,0.0,0.928,0.252,0.343,0.947,0.599,0.887
GOOGL,-0.662,0.881,0.626,0.928,0.0,0.292,0.44,0.941,0.589,0.959
INTC,0.052,0.457,-0.334,0.252,0.292,0.0,0.016,0.235,0.277,0.265
MARA,-0.428,0.227,0.624,0.343,0.44,0.016,0.0,0.424,0.155,0.35
NVDA,-0.713,0.894,0.606,0.947,0.941,0.235,0.424,0.0,0.512,0.921
PLUG,-0.127,0.508,0.132,0.599,0.589,0.277,0.155,0.512,0.0,0.519
TSLA,-0.651,0.896,0.605,0.887,0.959,0.265,0.35,0.921,0.519,0.0
