,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.339,-0.618,-0.389,-0.643,-0.22,-0.528,-0.466,0.582,-0.27
AAPL,-0.339,0.0,0.693,0.936,0.858,0.89,0.773,0.939,-0.656,0.805
AMD,-0.618,0.693,0.0,0.769,0.846,0.485,0.794,0.88,-0.426,0.795
AMZN,-0.389,0.936,0.769,0.0,0.849,0.871,0.845,0.914,-0.595,0.8
GOOGL,-0.643,0.858,0.846,0.849,0.0,0.649,0.818,0.912,-0.72,0.727
INTC,-0.22,0.89,0.485,0.871,0.649,0.0,0.623,0.776,-0.649,0.574
MARA,-0.528,0.773,0.794,0.845,0.818,0.623,0.0,0.808,-0.435,0.74
NVDA,-0.466,0.939,0.88,0.914,0.912,0.776,0.808,0.0,-0.608,0.872
PLUG,0.582,-0.656,-0.426,-0.595,-0.72,-0.649,-0.435,-0.608,0.0,-0.291
TSLA,-0.27,0.805,0.795,0.8,0.727,0.574,0.74,0.872,-0.291,0.0
