,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.553,0.884,0.836,0.441,0.568,0.934,0.905,0.846,0.667
AAPL,0.553,0.0,0.585,0.691,0.858,-0.123,0.584,0.724,0.661,0.152
AMD,0.884,0.585,0.0,0.862,0.594,0.617,0.86,0.928,0.907,0.764
AMZN,0.836,0.691,0.862,0.0,0.574,0.373,0.891,0.87,0.821,0.583
GOOGL,0.441,0.858,0.594,0.574,0.0,-0.14,0.419,0.635,0.586,0.112
INTC,0.568,-0.123,0.617,0.373,-0.14,0.0,0.531,0.526,0.547,0.915
MARA,0.934,0.584,0.86,0.891,0.419,0.531,0.0,0.912,0.87,0.678
NVDA,0.905,0.724,0.928,0.87,0.635,0.526,0.912,0.0,0.94,0.711
PLUG,0.846,0.661,0.907,0.821,0.586,0.547,0.87,0.94,0.0,0.757
TSLA,0.667,0.152,0.764,0.583,0.112,0.915,0.678,0.711,0.757,0.0
