,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.796,0.587,-0.734,0.134,0.803,0.013,-0.672,-0.774,-0.469
AAPL,-0.796,0.0,-0.246,0.905,0.319,-0.562,0.093,0.925,0.819,0.663
AMD,0.587,-0.246,0.0,-0.236,0.551,0.698,0.417,-0.052,-0.529,-0.09
AMZN,-0.734,0.905,-0.236,0.0,0.453,-0.474,0.023,0.931,0.89,0.863
GOOGL,0.134,0.319,0.551,0.453,0.0,0.395,0.309,0.485,0.199,0.531
INTC,0.803,-0.562,0.698,-0.474,0.395,0.0,0.301,-0.402,-0.53,-0.246
MARA,0.013,0.093,0.417,0.023,0.309,0.301,0.0,0.164,-0.104,-0.09
NVDA,-0.672,0.925,-0.052,0.931,0.485,-0.402,0.164,0.0,0.767,0.776
PLUG,-0.774,0.819,-0.529,0.89,0.199,-0.53,-0.104,0.767,0.0,0.785
TSLA,-0.469,0.663,-0.09,0.863,0.531,-0.246,-0.09,0.776,0.785,0.0
