,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.399,0.28,0.64,-0.016,0.334,0.796,0.719,0.303,0.389
AAPL,0.399,0.0,0.668,0.497,0.813,0.818,0.475,0.804,0.153,0.942
AMD,0.28,0.668,0.0,0.55,0.731,0.74,0.396,0.657,0.244,0.629
AMZN,0.64,0.497,0.55,0.0,0.244,0.501,0.753,0.661,0.374,0.579
GOOGL,-0.016,0.813,0.731,0.244,0.0,0.768,0.15,0.575,0.097,0.747
INTC,0.334,0.818,0.74,0.501,0.768,0.0,0.573,0.793,0.345,0.807
MARA,0.796,0.475,0.396,0.753,0.15,0.573,0.0,0.782,0.564,0.599
NVDA,0.719,0.804,0.657,0.661,0.575,0.793,0.782,0.0,0.475,0.812
PLUG,0.303,0.153,0.244,0.374,0.097,0.345,0.564,0.475,0.0,0.372
TSLA,0.389,0.942,0.629,0.579,0.747,0.807,0.599,0.812,0.372,0.0
