,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.502,0.397,0.493,0.02,-0.059,-0.152,0.496,-0.006,0.145
AAPL,0.502,0.0,-0.138,0.431,-0.316,-0.172,-0.398,-0.342,0.446,0.666
AMD,0.397,-0.138,0.0,0.48,0.554,0.673,0.552,0.752,-0.093,-0.072
AMZN,0.493,0.431,0.48,0.0,0.62,0.385,0.334,0.399,-0.002,0.433
GOOGL,0.02,-0.316,0.554,0.62,0.0,0.652,0.824,0.524,-0.248,0.023
INTC,-0.059,-0.172,0.673,0.385,0.652,0.0,0.827,0.223,0.366,0.359
MARA,-0.152,-0.398,0.552,0.334,0.824,0.827,0.0,0.317,0.058,0.175
NVDA,0.496,-0.342,0.752,0.399,0.524,0.223,0.317,0.0,-0.536,-0.456
PLUG,-0.006,0.446,-0.093,-0.002,-0.248,0.366,0.058,-0.536,0.0,0.778
TSLA,0.145,0.666,-0.072,0.433,0.023,0.359,0.175,-0.456,0.778,0.0
