,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.793,-0.58,0.883,0.715,-0.882,-0.491,-0.284,0.858,0.721
AAPL,0.793,0.0,-0.69,0.957,0.874,-0.913,-0.527,-0.576,0.76,0.872
AMD,-0.58,-0.69,0.0,-0.654,-0.85,0.738,0.695,0.757,-0.503,-0.868
AMZN,0.883,0.957,-0.654,0.0,0.862,-0.926,-0.506,-0.461,0.824,0.85
GOOGL,0.715,0.874,-0.85,0.862,0.0,-0.84,-0.647,-0.633,0.608,0.952
INTC,-0.882,-0.913,0.738,-0.926,-0.84,0.0,0.656,0.441,-0.708,-0.841
MARA,-0.491,-0.527,0.695,-0.506,-0.647,0.656,0.0,0.345,-0.294,-0.615
NVDA,-0.284,-0.576,0.757,-0.461,-0.633,0.441,0.345,0.0,-0.418,-0.659
PLUG,0.858,0.76,-0.503,0.824,0.608,-0.708,-0.294,-0.418,0.0,0.622
TSLA,0.721,0.872,-0.868,0.85,0.952,-0.841,-0.615,-0.659,0.622,0.0
