,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.739,0.906,0.798,0.84,0.857,-0.123,-0.126,0.625,0.09
AAPL,0.739,0.0,0.713,0.756,0.685,0.751,0.085,-0.144,0.575,0.16
AMD,0.906,0.713,0.0,0.776,0.769,0.761,-0.196,0.075,0.571,0.09
AMZN,0.798,0.756,0.776,0.0,0.796,0.926,0.146,-0.428,0.905,0.301
GOOGL,0.84,0.685,0.769,0.796,0.0,0.8,0.003,-0.287,0.629,-0.061
INTC,0.857,0.751,0.761,0.926,0.8,0.0,0.002,-0.491,0.816,0.178
MARA,-0.123,0.085,-0.196,0.146,0.003,0.002,0.0,-0.077,0.396,0.606
NVDA,-0.126,-0.144,0.075,-0.428,-0.287,-0.491,-0.077,0.0,-0.466,0.002
PLUG,0.625,0.575,0.571,0.905,0.629,0.816,0.396,-0.466,0.0,0.548
TSLA,0.09,0.16,0.09,0.301,-0.061,0.178,0.606,0.002,0.548,0.0
