,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.177,0.205,0.278,-0.118,0.711,0.781,0.306,-0.168,0.391
AAPL,0.177,0.0,0.889,0.673,0.471,0.312,0.363,0.913,0.556,0.726
AMD,0.205,0.889,0.0,0.548,0.452,0.183,0.433,0.878,0.793,0.801
AMZN,0.278,0.673,0.548,0.0,0.302,0.681,0.563,0.794,0.29,0.747
GOOGL,-0.118,0.471,0.452,0.302,0.0,0.088,0.036,0.291,0.436,0.27
INTC,0.711,0.312,0.183,0.681,0.088,0.0,0.737,0.464,-0.162,0.478
MARA,0.781,0.363,0.433,0.563,0.036,0.737,0.0,0.535,0.205,0.739
NVDA,0.306,0.913,0.878,0.794,0.291,0.464,0.535,0.0,0.535,0.821
PLUG,-0.168,0.556,0.793,0.29,0.436,-0.162,0.205,0.535,0.0,0.654
TSLA,0.391,0.726,0.801,0.747,0.27,0.478,0.739,0.821,0.654,0.0
